track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,playlist_stream_ratio
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890.0,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31,5.6933799835734925e-06
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953.0,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,7.313423258303517e-06
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965.0,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8,1.3235795531277822e-05
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838.0,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12,3.644447565496431e-06
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434.0,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3,5.057788545369618e-06
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425.0,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32,3.169333123748401e-05
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195.0,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,3.78107134865134e-06
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.0,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,5.818948762479012e-06
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087.0,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9,2.6765291711225944e-05
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891.0,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,9.77734878886556e-06
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194.0,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4,1.0329579855599546e-05
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.0,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,8.376197091868541e-06
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571.0,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4,3.5141342457183875e-05
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.0,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38,4.089661473440706e-05
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,9.244008139148552e-06
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,3.598649168961093e-05
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.0,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,4.43650963240912e-06
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229.0,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9,5.652910250687138e-06
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.0,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19,3.2190597671018344e-05
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832.0,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,1.227793161897102e-06
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454.0,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35,5.66182647406551e-05
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518.0,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,7.084726252081558e-06
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101.0,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4,1.5054001320824985e-05
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868.0,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36,1.3685407807147711e-05
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680.0,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6,1.2635653230537165e-05
ZOOM,Jessi,1,2022,4,13,608,0,136996305.0,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16,4.4380759028500805e-06
SloMo,Chanel,1,2021,12,24,1211,0,65719930.0,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6,1.84266781781417e-05
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852.0,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,2.740766392881098e-06
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869.0,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5,7.011554335539113e-06
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.0,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5,2.430389458115319e-05
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042.0,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3,1.4257209249302567e-06
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4,1.0195786114051873e-05
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324.0,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34,4.11490229718236e-05
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3,1.6619577048342862e-06
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4,1.1288323413492157e-05
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3,1.2257276354258091e-05
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429.0,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39,4.333795790644205e-06
Yet To Come,BTS,1,2022,6,10,829,0,302006641.0,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19,2.744972750450213e-06
Run BTS,BTS,1,2022,6,10,736,0,330881149.0,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17,2.224363649075699e-06
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4,1.3291167579689317e-05
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,8.787200859229867e-06
For Youth,BTS,1,2022,6,10,327,0,114546317.0,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4,2.8547404103791483e-06
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204.0,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4,9.541551521056722e-06
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832.0,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26,1.0202879623643597e-05
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504.0,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6,1.6923172105719064e-05
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045.0,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5,2.0894421297054646e-05
Born Singer,BTS,1,2022,6,10,279,0,79095270.0,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11,3.5273917138155036e-06
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.0,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,8.426225453200985e-06
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475.0,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14,1.0682988616343607e-05
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696.0,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,1.0923399438250973e-05
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.0,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,1.0565605228286531e-05
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494.0,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5,2.719498241957699e-05
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839.0,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6,5.637558378053772e-06
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263.0,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,8.272305182858536e-06
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.0,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,9.950503809139035e-06
So Good,Halsey,1,2022,6,9,1057,0,91781263.0,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4,1.1516511817885967e-05
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14,1.3326004369616372e-05
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,8.870599469393274e-06
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.0,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,1.1472394480762596e-05
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341.0,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34,5.570568562505021e-06
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8,8.740901687884925e-06
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.0,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,1.0606235825592334e-05
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.0,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,1.0122368675611979e-05
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001.0,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5,1.3135482690435775e-05
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433.0,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5,6.477056945034068e-06
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495.0,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,1.9692969438228255e-05
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476.0,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4,1.8448802633649228e-05
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,9.097758462711578e-06
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.0,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11,3.716502870075705e-06
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925.0,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4,1.1067263170508261e-05
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20,1.3422581056920878e-06
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630.0,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3,1.190427040268846e-06
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284.0,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4,3.1178671963757233e-06
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068.0,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4,8.634265558891153e-06
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964.0,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8,2.7421290659352998e-05
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388.0,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8,8.369161519554873e-06
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,2.6903010078783595e-05
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.0,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8,1.0831874573999442e-05
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,3.019594662526492e-06
POP!,Nayeon,1,2022,6,24,571,0,213505179.0,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5,2.674408193161441e-06
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412.0,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7,6.379418425839859e-06
MORE,j-hope,1,2022,7,1,565,0,155795783.0,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4,3.626542317900864e-06
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5,2.654074890668011e-05
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9,1.5422542761376566e-05
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,2.5556443228824933e-06
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,1.4698439727715949e-05
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992.0,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23,1.863253010253408e-05
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902.0,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25,5.076548502599335e-06
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256.0,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11,7.797720946483903e-06
die first,Nessa Barrett,1,2022,6,24,767,0,131746175.0,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13,5.821800898583963e-06
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.0,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11,2.409412031075843e-05
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708.0,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45,5.297154597449194e-06
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413.0,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23,4.379939703614367e-06
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651.0,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12,6.642437251470599e-06
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845.0,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8,1.2340917765412977e-05
Caile,Luar La L,1,2020,12,18,1494,2,273914335.0,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45,5.454259997016951e-06
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8,7.701267229840215e-06
GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40,3.374056649525793e-06
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484.0,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10,1.5647148967214823e-05
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,6.892628755422491e-06
Attention,NewJeans,1,2022,8,1,799,12,264717480.0,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,3.018312202125829e-06
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.0,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6,4.85446979348224e-06
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446.0,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4,3.759843490521496e-06
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14,1.8344545534648178e-06
Heartless,Kanye West,1,2008,1,1,17504,34,887906111.0,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,1.9713796068242175e-05
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120.0,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4,2.5211965162943968e-05
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154.0,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4,2.3208368657204516e-06
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12,2.417641795587879e-06
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092.0,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3,1.0136225053616979e-05
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381.0,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8,5.795488640500894e-06
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603.0,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,1.7476107826114577e-05
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4,1.0525818561060539e-05
After LIKE,IVE,1,2022,8,22,767,12,265548837.0,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12,2.888357594275587e-06
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,2.8161455090526173e-05
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109.0,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5,2.106833086064941e-05
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119.0,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12,3.245791624009356e-06
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266.0,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,9.154473553793984e-06
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.0,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,5.904918824987696e-06
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,9.077799765426776e-06
Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,7.945301502265568e-06
Static,Steve Lacy,1,2022,7,15,1613,0,202452860.0,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,7.967286804444255e-06
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312.0,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,1.9271662583692504e-05
Sparks,Coldplay,1,2000,7,10,10826,4,624101957.0,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,1.734652468010127e-05
Talk,YEAT,1,2022,9,2,920,0,148461629.0,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23,6.19688741257177e-06
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942.0,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7,6.540119321504239e-06
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238.0,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4,6.489285193614108e-06
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362.0,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4,5.246134022455041e-06
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404.0,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6,6.112536916944553e-06
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792.0,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5,1.3734287593485064e-05
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344.0,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3,7.0415231824891275e-06
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729.0,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4,9.043926077404035e-06
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673.0,14,1,13,0,0,102,A,Major,84,43,75,5,0,6,8,5.249915013860812e-06
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584.0,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18,2.5188978259123402e-06
Miss You,Southstar,1,1982,5,16,2020,0,154356956.0,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5,1.3086549853963174e-05
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854.0,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,9.48490186599387e-06
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123.0,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11,1.4865408522601939e-05
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912.0,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,9.28743911202517e-06
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288.0,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10,1.9189189822556375e-06
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339.0,0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4,4.756806860659932e-06
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365.0,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46,1.1582601156518635e-05
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492.0,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36,5.942957510548305e-06
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588.0,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44,3.4522883205442034e-06
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153.0,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32,9.976550070629131e-06
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656.0,24,8,17,0,1,122,E,Minor,75,45,63,6,0,35,12,1.0087091002954545e-05
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850.0,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39,7.67984810616641e-06
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273.0,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17,7.208684646689252e-06
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877.0,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59,7.851473269398125e-06
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587.0,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14,8.867693269806022e-06
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999.0,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7,1.2658674527124946e-05
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835.0,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4,8.52461517327588e-06
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537.0,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5,8.328059525783453e-06
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310.0,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5,9.387208711071764e-06
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916.0,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12,9.661758673538222e-06
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708.0,8,1,7,0,0,114,D,Minor,62,25,44,51,33,14,3,6.8358556890663495e-06
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403.0,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20,8.956174096035428e-06
The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3,2.3643745132264093e-06
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32,1.1192326943357198e-05
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219.0,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27,9.976543921701674e-06
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590.0,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4,7.023827369539712e-06
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363.0,61,13,37,1,0,144,A,Major,60,24,39,57,0,8,3,1.0418333477036369e-05
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870.0,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6,9.682299943374957e-06
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683.0,2,0,7,0,0,92,C#,Major,80,81,67,4,0,8,6,7.794467323858607e-06
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612.0,29,26,17,0,0,97,C#,Major,82,67,77,8,0,12,5,9.858426129752483e-06
Alone,Burna Boy,1,2022,11,4,782,2,96007391.0,27,18,32,1,0,90,E,Minor,61,32,67,15,0,11,5,8.14520623729896e-06
